new_cases_0_17,new_cases_18_39,new_cases_40_64,new_cases_65,new_deaths_0_17,new_deaths_18_39,new_deaths_40_64,new_deaths_65,date,icu_0_17,icu_18_39,icu_40_64,icu_65,DisplayDate,new_cases_0_64,new_cases_0_64_7day,new_cases_65_7day,max_new_cases_0_64,max_new_cases_65,new_cases_%_of_max_0_64,new_cases_%_of_max_65,icu_0_64,icu_0_64_7day,icu_65_7day,max_icu_0_64,max_icu_65,icu_%_of_max_0_64,icu_%_of_max_65,new_deaths_0_64,new_deaths_0_64_7day,new_deaths_65_7day,max_new_deaths_0_64,max_new_deaths_65,new_deaths_%_of_max_0_64,new_deaths_%_of_max_65,new_cases_65_7day_share,new_cases_0_64_7day_share
194.0,732.0,884.0,318.0,0.0,3.0,7.0,56.0,2021-04-30,0,16,292,494,30/04/21,1810.0,1921.857142857143,350.2857142857143,2585.0,520.1428571428571,0.7434650455927052,0.6734413622631146,308,305.42857142857144,503.14285714285717,315.7142857142857,521.7142857142857,0.967420814479638,0.9644030668127055,10.0,14.571428571428571,59.285714285714285,16.857142857142858,68.28571428571429,0.8644067796610169,0.8682008368200836,0.15416535680603582,0.8458346431939641
157.0,505.0,543.0,204.0,0.0,0.0,14.0,58.0,2021-05-01,0,18,297,496,01/05/21,1205.0,1778.142857142857,325.14285714285717,2585.0,520.1428571428571,0.6878695772312794,0.6251029936830542,315,308.0,502.57142857142856,315.7142857142857,521.7142857142857,0.9755656108597285,0.9633077765607887,14.0,13.857142857142858,58.0,16.857142857142858,68.28571428571429,0.8220338983050848,0.8493723849372384,0.1545880594987435,0.8454119405012566
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-02,0,18,297,496,02/05/21,0.0,1608.142857142857,295.0,2585.0,520.1428571428571,0.6221055540204476,0.5671518813512771,315,309.2857142857143,500.7142857142857,315.7142857142857,521.7142857142857,0.9796380090497737,0.9597480832420593,0.0,12.285714285714286,51.42857142857143,16.857142857142858,68.28571428571429,0.728813559322034,0.7531380753138075,0.155006755742381,0.844993244257619
183.0,699.0,907.0,343.0,0.0,1.0,25.0,108.0,2021-05-03,0,18,297,482,03/05/21,1789.0,1716.0,305.2857142857143,2585.0,520.1428571428571,0.6638297872340425,0.5869266684976655,315,310.7142857142857,497.2857142857143,315.7142857142857,521.7142857142857,0.9841628959276018,0.9531763417305587,26.0,13.714285714285714,57.714285714285715,16.857142857142858,68.28571428571429,0.8135593220338982,0.8451882845188284,0.15103540886281716,0.8489645911371829
129.0,484.0,570.0,189.0,0.0,1.0,19.0,61.0,2021-05-04,0,18,287,478,04/05/21,1183.0,1481.857142857143,265.7142857142857,2585.0,520.1428571428571,0.5732522796352584,0.5108486679483659,305,310.14285714285717,493.57142857142856,315.7142857142857,521.7142857142857,0.9823529411764707,0.9460569550930997,20.0,14.428571428571429,55.42857142857143,16.857142857142858,68.28571428571429,0.8559322033898304,0.8117154811715481,0.15204773972042834,0.8479522602795716
177.0,702.0,914.0,295.0,0.0,1.0,13.0,82.0,2021-05-05,0,20,293,452,05/05/21,1793.0,1404.2857142857142,245.85714285714286,2585.0,520.1428571428571,0.5432439900525007,0.47267234276297726,313,311.57142857142856,486.42857142857144,315.7142857142857,521.7142857142857,0.9868778280542986,0.9323658269441403,14.0,14.428571428571429,60.142857142857146,16.857142857142858,68.28571428571429,0.8559322033898304,0.8807531380753137,0.14899142931347936,0.8510085706865206
273.0,1181.0,1511.0,433.0,0.0,1.0,21.0,61.0,2021-05-06,0,19,288,447,06/05/21,2965.0,1535.0,254.57142857142858,2585.0,520.1428571428571,0.5938104448742747,0.4894259818731118,307,311.14285714285717,477.85714285714283,315.7142857142857,521.7142857142857,0.9855203619909503,0.9159364731653888,22.0,15.142857142857142,60.857142857142854,16.857142857142858,68.28571428571429,0.8983050847457626,0.8912133891213387,0.14225273409435618,0.8577472659056438
245.0,953.0,1127.0,349.0,0.0,0.0,13.0,50.0,2021-05-07,0,20,288,441,07/05/21,2325.0,1608.5714285714287,259.0,2585.0,520.1428571428571,0.622271345675601,0.49794012633891793,308,311.14285714285717,470.2857142857143,315.7142857142857,521.7142857142857,0.9855203619909503,0.9014238773274919,13.0,15.571428571428571,60.0,16.857142857142858,68.28571428571429,0.923728813559322,0.8786610878661087,0.1386827813049797,0.8613172186950203
266.0,876.0,948.0,370.0,0.0,2.0,10.0,56.0,2021-05-08,0,16,286,435,08/05/21,2090.0,1735.0,282.7142857142857,2585.0,520.1428571428571,0.6711798839458414,0.5435319967042022,302,309.2857142857143,461.57142857142856,315.7142857142857,521.7142857142857,0.9796380090497737,0.8847207009857613,12.0,15.285714285714286,59.714285714285715,16.857142857142858,68.28571428571429,0.9067796610169492,0.8744769874476986,0.14011611441517985,0.8598838855848201
162.0,528.0,553.0,184.0,0.0,1.0,10.0,40.0,2021-05-09,0,16,285,427,09/05/21,1243.0,1912.5714285714287,309.0,2585.0,520.1428571428571,0.7398728930643824,0.5940675638560835,301,307.2857142857143,451.7142857142857,315.7142857142857,521.7142857142857,0.9733031674208145,0.8658269441401972,11.0,16.857142857142858,65.42857142857143,16.857142857142858,68.28571428571429,1.0,0.9581589958158995,0.13909073371487365,0.8609092662851264
390.0,548.0,689.0,272.0,0.0,0.0,7.0,53.0,2021-05-10,0,15,289,428,10/05/21,1627.0,1889.4285714285713,298.85714285714283,2585.0,520.1428571428571,0.7309201436861011,0.5745674265311728,304,305.7142857142857,444.0,315.7142857142857,521.7142857142857,0.9683257918552036,0.851040525739321,7.0,14.142857142857142,57.57142857142857,16.857142857142858,68.28571428571429,0.8389830508474576,0.8430962343096233,0.1365713539626583,0.8634286460373417
548.0,1058.0,1220.0,345.0,0.0,0.0,11.0,41.0,2021-05-11,0,16,291,425,11/05/21,2826.0,2124.1428571428573,321.14285714285717,2585.0,520.1428571428571,0.8217187068250899,0.617412798681681,307,306.0,436.42857142857144,315.7142857142857,521.7142857142857,0.9692307692307692,0.836527929901424,11.0,12.857142857142858,54.714285714285715,16.857142857142858,68.28571428571429,0.7627118644067796,0.8012552301255229,0.13133142489922298,0.868668575100777
342.0,894.0,955.0,286.0,0.0,0.0,21.0,49.0,2021-05-12,0,17,280,410,12/05/21,2191.0,2181.0,319.85714285714283,2585.0,520.1428571428571,0.8437137330754352,0.6149409502883822,297,303.7142857142857,430.42857142857144,315.7142857142857,521.7142857142857,0.9619909502262444,0.825027382256298,21.0,13.857142857142858,50.0,16.857142857142858,68.28571428571429,0.8220338983050848,0.7322175732217573,0.12789900605506682,0.8721009939449332
369.0,778.0,746.0,247.0,0.0,0.0,10.0,45.0,2021-05-13,0,16,272,395,13/05/21,1893.0,2027.857142857143,293.2857142857143,2585.0,520.1428571428571,0.7844708483006355,0.5638560834935458,288,301.0,423.0,315.7142857142857,521.7142857142857,0.953393665158371,0.8107886089813802,10.0,12.142857142857142,47.714285714285715,16.857142857142858,68.28571428571429,0.7203389830508474,0.698744769874477,0.12635401280157557,0.8736459871984243
369.0,745.0,808.0,262.0,0.0,1.0,10.0,45.0,2021-05-14,0,14,272,391,14/05/21,1922.0,1970.2857142857142,280.85714285714283,2585.0,520.1428571428571,0.7621995026250346,0.5399615490249932,286,297.85714285714283,415.85714285714283,315.7142857142857,521.7142857142857,0.9434389140271492,0.7970974808324206,11.0,11.857142857142858,47.0,16.857142857142858,68.28571428571429,0.7033898305084746,0.6882845188284519,0.12476202563777129,0.8752379743622288
231.0,738.0,734.0,235.0,0.0,0.0,7.0,36.0,2021-05-15,0,14,268,379,15/05/21,1703.0,1915.0,261.57142857142856,2585.0,520.1428571428571,0.7408123791102514,0.5028838231255149,282,295.0,407.85714285714283,315.7142857142857,521.7142857142857,0.9343891402714932,0.781763417305586,7.0,11.142857142857142,44.142857142857146,16.857142857142858,68.28571428571429,0.6610169491525423,0.6464435146443515,0.1201758991861381,0.879824100813862
173.0,465.0,474.0,148.0,0.0,0.0,7.0,43.0,2021-05-16,0,15,266,375,16/05/21,1112.0,1896.2857142857142,256.42857142857144,2585.0,520.1428571428571,0.7335728101685548,0.49299642955232087,281,292.14285714285717,400.42857142857144,315.7142857142857,521.7142857142857,0.9253393665158371,0.7675246440306682,7.0,10.571428571428571,44.57142857142857,16.857142857142858,68.28571428571429,0.6271186440677966,0.6527196652719665,0.11911872055212688,0.8808812794478731
256.0,451.0,520.0,165.0,0.0,1.0,13.0,42.0,2021-05-17,0,15,255,377,17/05/21,1227.0,1839.142857142857,241.14285714285714,2585.0,520.1428571428571,0.7114672561481072,0.4636088986542159,270,287.2857142857143,393.14285714285717,315.7142857142857,521.7142857142857,0.9099547511312217,0.7535596933187296,14.0,11.571428571428571,43.0,16.857142857142858,68.28571428571429,0.6864406779661016,0.6297071129707112,0.11591814311220987,0.8840818568877902
495.0,953.0,1070.0,246.0,0.0,2.0,11.0,50.0,2021-05-18,0,14,250,375,18/05/21,2518.0,1795.142857142857,227.0,2585.0,520.1428571428571,0.6944459795523625,0.4364185663279319,264,281.14285714285717,386.0,315.7142857142857,521.7142857142857,0.8904977375565611,0.7398685651697701,13.0,11.857142857142858,44.285714285714285,16.857142857142858,68.28571428571429,0.7033898305084746,0.6485355648535565,0.11225715294948782,0.8877428470505122
349.0,780.0,902.0,261.0,0.0,0.0,9.0,44.0,2021-05-19,0,15,244,383,19/05/21,2031.0,1772.2857142857142,223.42857142857142,2585.0,520.1428571428571,0.6856037579441835,0.4295523207909915,259,275.7142857142857,382.14285714285717,315.7142857142857,521.7142857142857,0.8733031674208145,0.732475355969332,9.0,10.142857142857142,43.57142857142857,16.857142857142858,68.28571428571429,0.6016949152542372,0.6380753138075312,0.11195418754473872,0.8880458124552613
350.0,651.0,678.0,203.0,0.0,0.0,6.0,48.0,2021-05-20,0,15,247,364,20/05/21,1679.0,1741.7142857142858,217.14285714285714,2585.0,520.1428571428571,0.673777286543244,0.4174677286459764,262,272.0,377.7142857142857,315.7142857142857,521.7142857142857,0.8615384615384615,0.723986856516977,6.0,9.571428571428571,44.0,16.857142857142858,68.28571428571429,0.5677966101694915,0.6443514644351463,0.11085180863477245,0.8891481913652276
391.0,730.0,714.0,147.0,0.0,0.0,8.0,48.0,2021-05-21,0,14,246,357,21/05/21,1835.0,1729.2857142857142,200.71428571428572,2585.0,520.1428571428571,0.6689693285437966,0.38588299917605057,260,268.2857142857143,372.85714285714283,315.7142857142857,521.7142857142857,0.8497737556561086,0.7146768893756846,8.0,9.142857142857142,44.42857142857143,16.857142857142858,68.28571428571429,0.5423728813559322,0.6506276150627615,0.10399703923019986,0.8960029607698001
266.0,548.0,537.0,149.0,0.0,2.0,7.0,28.0,2021-05-22,0,12,233,341,22/05/21,1351.0,1679.0,188.42857142857142,2585.0,520.1428571428571,0.6495164410058027,0.3622631145289756,245,263.0,367.42857142857144,315.7142857142857,521.7142857142857,0.8330316742081447,0.7042716319824754,9.0,9.428571428571429,43.285714285714285,16.857142857142858,68.28571428571429,0.559322033898305,0.6338912133891212,0.10090269277845777,0.8990973072215422
146.0,295.0,346.0,95.0,0.0,0.0,8.0,30.0,2021-05-23,0,11,221,337,23/05/21,787.0,1632.5714285714287,180.85714285714286,2585.0,520.1428571428571,0.631555678364189,0.34770667399066196,232,256.0,362.0,315.7142857142857,521.7142857142857,0.8108597285067873,0.6938663745892663,8.0,9.571428571428571,41.42857142857143,16.857142857142858,68.28571428571429,0.5677966101694915,0.606694560669456,0.09973215692453127,0.9002678430754687
322.0,431.0,512.0,113.0,0.0,0.0,9.0,41.0,2021-05-24,0,10,223,330,24/05/21,1265.0,1638.0,173.42857142857142,2585.0,520.1428571428571,0.6336557059961315,0.33342488327382586,233,250.71428571428572,355.2857142857143,315.7142857142857,521.7142857142857,0.7941176470588235,0.6809967141292443,9.0,8.857142857142858,41.285714285714285,16.857142857142858,68.28571428571429,0.5254237288135594,0.6046025104602509,0.09574132492113564,0.9042586750788644
494.0,858.0,855.0,189.0,0.0,0.0,13.0,37.0,2021-05-25,1,9,217,329,25/05/21,2207.0,1593.5714285714287,165.28571428571428,2585.0,520.1428571428571,0.6164686377452335,0.31776984344960174,227,245.42857142857142,348.7142857142857,315.7142857142857,521.7142857142857,0.7773755656108596,0.6684008762322016,13.0,8.857142857142858,39.42857142857143,16.857142857142858,68.28571428571429,0.5254237288135594,0.5774058577405857,0.0939733593242365,0.9060266406757636
241.0,548.0,583.0,147.0,0.0,0.0,10.0,34.0,2021-05-26,1,8,213,325,26/05/21,1372.0,1499.4285714285713,149.0,2585.0,520.1428571428571,0.580049737496546,0.28645976380115357,222,240.14285714285714,340.42857142857144,315.7142857142857,521.7142857142857,0.7606334841628959,0.6525191675794086,10.0,9.0,38.0,16.857142857142858,68.28571428571429,0.5338983050847458,0.5564853556485355,0.0903891151746252,0.9096108848253748
339.0,709.0,679.0,147.0,0.0,0.0,10.0,29.0,2021-05-27,1,10,208,321,27/05/21,1727.0,1506.2857142857142,141.0,2585.0,520.1428571428571,0.5827024039789998,0.2710793737984071,219,234.0,334.2857142857143,315.7142857142857,521.7142857142857,0.7411764705882353,0.6407447973713034,10.0,9.571428571428571,35.285714285714285,16.857142857142858,68.28571428571429,0.5677966101694915,0.5167364016736401,0.08559535166074062,0.9144046483392594
303.0,735.0,713.0,160.0,0.0,0.0,5.0,35.0,2021-05-28,1,8,207,305,28/05/21,1751.0,1494.2857142857142,142.85714285714286,2585.0,520.1428571428571,0.5780602376347057,0.2746498214776161,216,227.71428571428572,326.85714285714283,315.7142857142857,521.7142857142857,0.7212669683257918,0.6265060240963856,5.0,9.142857142857142,33.42857142857143,16.857142857142858,68.28571428571429,0.5423728813559322,0.4895397489539749,0.08726003490401396,0.912739965095986
278.0,564.0,533.0,123.0,0.0,0.0,4.0,25.0,2021-05-29,0,11,199,300,29/05/21,1375.0,1497.7142857142858,139.14285714285714,2585.0,520.1428571428571,0.5793865708759326,0.267508926119198,210,222.71428571428572,321.0,315.7142857142857,521.7142857142857,0.7054298642533937,0.6152792990142388,4.0,8.428571428571429,33.0,16.857142857142858,68.28571428571429,0.5,0.4832635983263598,0.08500610926863326,0.9149938907313667
158.0,342.0,324.0,83.0,0.0,0.0,8.0,22.0,2021-05-30,0,10,194,293,30/05/21,824.0,1503.0,137.42857142857142,2585.0,520.1428571428571,0.581431334622824,0.26421312826146665,204,218.71428571428572,314.7142857142857,315.7142857142857,521.7142857142857,0.6927601809954751,0.6032311062431545,8.0,8.428571428571429,31.857142857142858,16.857142857142858,68.28571428571429,0.5,0.46652719665271963,0.08377601672036925,0.9162239832796308
257.0,333.0,340.0,75.0,0.0,0.0,7.0,34.0,2021-05-31,0,11,184,286,31/05/21,930.0,1455.142857142857,132.0,2585.0,520.1428571428571,0.562917933130699,0.2537764350453172,195,213.28571428571428,308.42857142857144,315.7142857142857,521.7142857142857,0.6755656108597284,0.5911829134720702,7.0,8.142857142857142,30.857142857142858,16.857142857142858,68.28571428571429,0.48305084745762705,0.4518828451882845,0.08316831683168317,0.9168316831683169
352.0,667.0,705.0,131.0,0.0,0.0,5.0,22.0,2021-06-01,0,9,183,290,01/06/21,1724.0,1386.142857142857,123.71428571428571,2585.0,520.1428571428571,0.5362254766510085,0.2378467453996155,192,208.28571428571428,302.85714285714283,315.7142857142857,521.7142857142857,0.6597285067873303,0.5805038335158818,5.0,7.0,28.714285714285715,16.857142857142858,68.28571428571429,0.4152542372881356,0.42050209205020916,0.08193774245434761,0.9180622575456523
248.0,484.0,507.0,128.0,0.0,0.0,4.0,19.0,2021-06-02,0,8,189,289,02/06/21,1239.0,1367.142857142857,121.0,2585.0,520.1428571428571,0.5288753799392097,0.2326283987915408,197,204.71428571428572,297.7142857142857,315.7142857142857,521.7142857142857,0.6484162895927602,0.570646221248631,4.0,6.142857142857143,26.571428571428573,16.857142857142858,68.28571428571429,0.364406779661017,0.38912133891213385,0.08130939809926083,0.9186906019007391
205.0,469.0,446.0,91.0,0.0,0.0,4.0,35.0,2021-06-03,0,8,185,283,03/06/21,1120.0,1280.4285714285713,113.0,2585.0,520.1428571428571,0.4953302017131804,0.2172480087887943,193,201.0,292.2857142857143,315.7142857142857,521.7142857142857,0.6366515837104072,0.5602409638554218,4.0,5.285714285714286,27.428571428571427,16.857142857142858,68.28571428571429,0.3135593220338983,0.40167364016736395,0.0810949354111134,0.9189050645888867
195.0,441.0,381.0,93.0,0.0,0.0,10.0,24.0,2021-06-04,0,6,169,270,04/06/21,1017.0,1175.5714285714287,103.42857142857143,2585.0,520.1428571428571,0.45476651008565905,0.19884647074979403,175,195.14285714285714,287.2857142857143,315.7142857142857,521.7142857142857,0.6180995475113122,0.5506571741511501,10.0,6.0,25.857142857142858,16.857142857142858,68.28571428571429,0.3559322033898305,0.37866108786610875,0.08086674857589635,0.9191332514241037
177.0,355.0,319.0,81.0,0.0,0.0,7.0,28.0,2021-06-05,0,6,161,249,05/06/21,851.0,1100.7142857142858,97.42857142857143,2585.0,520.1428571428571,0.42580823431887266,0.18731117824773416,167,189.0,280.0,315.7142857142857,521.7142857142857,0.5986425339366516,0.5366922234392114,7.0,6.428571428571429,26.285714285714285,16.857142857142858,68.28571428571429,0.3813559322033898,0.3849372384937238,0.08131632288064862,0.9186836771193515
90.0,223.0,193.0,77.0,0.0,0.0,7.0,17.0,2021-06-06,0,6,151,241,06/06/21,506.0,1055.2857142857142,96.57142857142857,2585.0,520.1428571428571,0.40823431887261674,0.18566327931886845,157,182.28571428571428,272.57142857142856,315.7142857142857,521.7142857142857,0.5773755656108597,0.5224534501642936,7.0,6.285714285714286,25.571428571428573,16.857142857142858,68.28571428571429,0.3728813559322034,0.37447698744769875,0.08383976187523254,0.9161602381247673
169.0,272.0,284.0,70.0,0.0,0.0,3.0,21.0,2021-06-07,0,6,150,236,07/06/21,725.0,1026.0,95.85714285714286,2585.0,520.1428571428571,0.39690522243713733,0.18429003021148038,156,176.71428571428572,265.42857142857144,315.7142857142857,521.7142857142857,0.5597285067873303,0.5087623220153341,3.0,5.714285714285714,23.714285714285715,16.857142857142858,68.28571428571429,0.3389830508474576,0.34728033472803344,0.0854450528460461,0.9145549471539539
242.0,512.0,511.0,103.0,0.0,0.0,4.0,26.0,2021-06-08,0,7,149,225,08/06/21,1265.0,960.4285714285714,91.85714285714286,2585.0,520.1428571428571,0.3715390991986737,0.17659983521010714,156,171.57142857142858,256.14285714285717,315.7142857142857,521.7142857142857,0.5434389140271494,0.49096385542168686,4.0,5.571428571428571,24.285714285714285,16.857142857142858,68.28571428571429,0.33050847457627114,0.3556485355648535,0.08729296768938366,0.9127070323106165
155.0,348.0,302.0,77.0,0.0,0.0,2.0,13.0,2021-06-09,0,7,151,223,09/06/21,805.0,898.4285714285714,84.57142857142857,2585.0,520.1428571428571,0.34755457308648796,0.1625926943147487,158,166.0,246.71428571428572,315.7142857142857,521.7142857142857,0.5257918552036199,0.4728915662650603,2.0,5.285714285714286,23.428571428571427,16.857142857142858,68.28571428571429,0.3135593220338983,0.3430962343096234,0.08603400668507484,0.9139659933149251
111.0,327.0,252.0,60.0,0.0,0.0,3.0,21.0,2021-06-10,0,7,148,221,10/06/21,690.0,837.0,80.14285714285714,2585.0,520.1428571428571,0.32379110251450677,0.1540785498489426,155,160.57142857142858,237.85714285714286,315.7142857142857,521.7142857142857,0.5085972850678734,0.4559145673603505,3.0,5.142857142857143,21.428571428571427,16.857142857142858,68.28571428571429,0.3050847457627119,0.31380753138075307,0.08738317757009345,0.9126168224299066
109.0,339.0,258.0,80.0,0.0,0.0,3.0,8.0,2021-06-11,0,8,145,222,11/06/21,706.0,792.5714285714286,78.28571428571429,2585.0,520.1428571428571,0.3066040342636087,0.15050810216973362,153,157.42857142857142,231.0,315.7142857142857,521.7142857142857,0.49864253393665153,0.44277108433734946,3.0,4.142857142857143,19.142857142857142,16.857142857142858,68.28571428571429,0.2457627118644068,0.28033472803347276,0.08989501312335958,0.9101049868766403
88.0,287.0,230.0,68.0,0.0,1.0,7.0,16.0,2021-06-12,0,6,137,217,12/06/21,605.0,757.4285714285714,76.42857142857143,2585.0,520.1428571428571,0.29300911854103345,0.1469376544905246,143,154.0,226.42857142857142,315.7142857142857,521.7142857142857,0.48778280542986424,0.43400876232201535,8.0,4.285714285714286,17.428571428571427,16.857142857142858,68.28571428571429,0.2542372881355932,0.2552301255230125,0.09165667294843241,0.9083433270515676
42.0,139.0,82.0,34.0,0.0,0.0,2.0,15.0,2021-06-13,0,7,134,217,13/06/21,263.0,722.7142857142857,70.28571428571429,2585.0,520.1428571428571,0.2795799944736115,0.1351277121669871,141,151.71428571428572,223.0,315.7142857142857,521.7142857142857,0.4805429864253394,0.4274370208105148,2.0,3.5714285714285716,17.142857142857142,16.857142857142858,68.28571428571429,0.21186440677966104,0.2510460251046025,0.08863267879661323,0.9113673212033867
91.0,183.0,143.0,47.0,0.0,0.0,2.0,19.0,2021-06-14,0,6,136,211,14/06/21,417.0,678.7142857142857,67.0,2585.0,520.1428571428571,0.2625587178778668,0.12881076627300192,142,149.71428571428572,219.42857142857142,315.7142857142857,521.7142857142857,0.4742081447963801,0.42059145673603504,2.0,3.4285714285714284,16.857142857142858,16.857142857142858,68.28571428571429,0.20338983050847456,0.24686192468619245,0.08984674329501917,0.9101532567049808
137.0,310.0,314.0,31.0,0.0,0.0,4.0,18.0,2021-06-15,0,5,136,202,15/06/21,761.0,606.7142857142857,56.714285714285715,2585.0,520.1428571428571,0.23470571981210278,0.10903597912661357,141,147.57142857142858,216.14285714285714,315.7142857142857,521.7142857142857,0.467420814479638,0.4142935377875137,4.0,3.4285714285714284,15.714285714285714,16.857142857142858,68.28571428571429,0.20338983050847456,0.23012552301255226,0.08548664944013783,0.9145133505598623
75.0,227.0,195.0,49.0,0.0,0.0,1.0,12.0,2021-06-16,0,6,135,189,16/06/21,497.0,562.7142857142857,52.714285714285715,2585.0,520.1428571428571,0.2176844432163581,0.10134578412524033,141,145.14285714285714,211.28571428571428,315.7142857142857,521.7142857142857,0.4597285067873303,0.40498357064622126,1.0,3.2857142857142856,15.571428571428571,16.857142857142858,68.28571428571429,0.19491525423728812,0.22803347280334726,0.08565459610027856,0.9143454038997215
71.0,233.0,167.0,42.0,0.0,0.0,4.0,12.0,2021-06-17,0,6,130,185,17/06/21,471.0,531.4285714285714,50.142857142857146,2585.0,520.1428571428571,0.20558165239016304,0.09640208733864324,136,142.42857142857142,206.14285714285714,315.7142857142857,521.7142857142857,0.45113122171945697,0.39512595837897047,4.0,3.4285714285714284,14.285714285714286,16.857142857142858,68.28571428571429,0.20338983050847456,0.20920502092050208,0.0862196020633751,0.9137803979366249
58.0,207.0,152.0,31.0,0.0,1.0,3.0,16.0,2021-06-18,0,6,127,174,18/06/21,417.0,490.14285714285717,43.142857142857146,2585.0,520.1428571428571,0.18961038961038962,0.08294424608624006,133,139.57142857142858,199.28571428571428,315.7142857142857,521.7142857142857,0.44208144796380094,0.38198247535596935,4.0,3.5714285714285716,15.428571428571429,16.857142857142858,68.28571428571429,0.21186440677966104,0.22594142259414224,0.08090008036431824,0.9190999196356817
59.0,173.0,123.0,35.0,0.0,0.0,3.0,17.0,2021-06-19,0,5,125,171,19/06/21,355.0,454.42857142857144,38.42857142857143,2585.0,520.1428571428571,0.17579441834760984,0.07388080197747872,130,137.71428571428572,192.71428571428572,315.7142857142857,521.7142857142857,0.43619909502262444,0.3693866374589267,3.0,2.857142857142857,15.571428571428571,16.857142857142858,68.28571428571429,0.1694915254237288,0.22803347280334726,0.07797101449275362,0.9220289855072463
32.0,125.0,82.0,20.0,0.0,0.0,2.0,12.0,2021-06-20,0,5,125,166,20/06/21,239.0,451.0,36.42857142857143,2585.0,520.1428571428571,0.17446808510638298,0.0700357044767921,130,136.14285714285714,185.42857142857142,315.7142857142857,521.7142857142857,0.43122171945701354,0.355421686746988,2.0,2.857142857142857,15.142857142857142,16.857142857142858,68.28571428571429,0.1694915254237288,0.22175732217573219,0.07473622508792498,0.925263774912075
25.0,110.0,59.0,17.0,0.0,0.0,4.0,13.0,2021-06-21,0,6,119,158,21/06/21,194.0,419.14285714285717,32.142857142857146,2585.0,520.1428571428571,0.16214423873998343,0.06179620983246362,125,133.71428571428572,177.85714285714286,315.7142857142857,521.7142857142857,0.4235294117647059,0.34090909090909094,4.0,3.142857142857143,14.285714285714286,16.857142857142858,68.28571428571429,0.1864406779661017,0.20920502092050208,0.07122507122507123,0.9287749287749287
58.0,173.0,132.0,28.0,0.0,0.0,3.0,13.0,2021-06-22,0,6,114,157,22/06/21,363.0,362.2857142857143,31.714285714285715,2585.0,520.1428571428571,0.14014921248963802,0.060972260368030766,120,130.71428571428572,171.42857142857142,315.7142857142857,521.7142857142857,0.414027149321267,0.32858707557502737,3.0,3.0,13.571428571428571,16.857142857142858,68.28571428571429,0.17796610169491525,0.19874476987447698,0.08049311094996374,0.9195068890500362
62.0,221.0,190.0,46.0,0.0,1.0,4.0,9.0,2021-06-23,0,5,111,155,23/06/21,473.0,358.85714285714283,31.285714285714285,2585.0,520.1428571428571,0.13882287924841116,0.060148310903597915,116,127.14285714285714,166.57142857142858,315.7142857142857,521.7142857142857,0.4027149321266968,0.31927710843373497,5.0,3.5714285714285716,13.142857142857142,16.857142857142858,68.28571428571429,0.21186440677966104,0.1924686192468619,0.08019040644452582,0.9198095935554742
62.0,258.0,125.0,12.0,0.0,0.0,2.0,16.0,2021-06-24,0,5,102,149,24/06/21,445.0,355.14285714285717,27.0,2585.0,520.1428571428571,0.13738601823708207,0.051908816259269436,107,123.0,161.42857142857142,315.7142857142857,521.7142857142857,0.3895927601809955,0.3094194961664841,2.0,3.2857142857142856,13.714285714285714,16.857142857142858,68.28571428571429,0.19491525423728812,0.20083682008368198,0.07065420560747664,0.9293457943925234
44.0,209.0,123.0,19.0,0.0,0.0,6.0,15.0,2021-06-25,0,5,97,137,25/06/21,376.0,349.2857142857143,25.285714285714285,2585.0,520.1428571428571,0.13512019894998617,0.04861301840153804,102,118.57142857142857,156.14285714285714,315.7142857142857,521.7142857142857,0.3755656108597285,0.29928806133625413,6.0,3.5714285714285716,13.571428571428571,16.857142857142858,68.28571428571429,0.21186440677966104,0.19874476987447698,0.06750572082379863,0.9324942791762014
48.0,215.0,92.0,20.0,0.0,0.0,2.0,10.0,2021-06-26,0,4,96,138,26/06/21,355.0,349.2857142857143,23.142857142857142,2585.0,520.1428571428571,0.13512019894998617,0.0444932710793738,100,114.28571428571429,151.42857142857142,315.7142857142857,521.7142857142857,0.36199095022624433,0.2902519167579409,2.0,3.4285714285714284,12.571428571428571,16.857142857142858,68.28571428571429,0.20338983050847456,0.18410041841004182,0.0621403912543153,0.9378596087456846
26.0,132.0,63.0,15.0,0.0,0.0,5.0,13.0,2021-06-27,0,4,91,136,27/06/21,221.0,346.7142857142857,22.428571428571427,2585.0,520.1428571428571,0.13412544901906603,0.043120021971985716,95,109.28571428571429,147.14285714285714,315.7142857142857,521.7142857142857,0.34615384615384615,0.2820372398685652,5.0,3.857142857142857,12.714285714285714,16.857142857142858,68.28571428571429,0.2288135593220339,0.18619246861924682,0.06075851393188854,0.9392414860681114
42.0,219.0,88.0,15.0,0.0,0.0,2.0,16.0,2021-06-28,0,3,87,125,28/06/21,349.0,368.85714285714283,22.142857142857142,2585.0,520.1428571428571,0.1426913512019895,0.04257072232903049,90,104.28571428571429,142.42857142857142,315.7142857142857,521.7142857142857,0.33031674208144796,0.2730010952902519,2.0,3.5714285714285716,13.142857142857142,16.857142857142858,68.28571428571429,0.21186440677966104,0.1924686192468619,0.05663134819145049,0.9433686518085495
